r,y
0.00033546262790251185,1.137138990619844e-10
0.0003388340833634261,1.137138990619844e-05
0.0003422394225150394,2.2742948840306713e-05
0.00034567898589410494,3.411507323380876e-05
0.0003491531174598264,4.54880457869118e-05
0.00035266216462825575,5.6862149188997966e-05
0.00035620647830703403,6.823766612516899e-05
0.00035978641293048306,7.961487928278237e-05
0.0003634023264950478,9.099407135797974e-05
0.0003670545805950984,0.00010237552506220668
0.0003707435404590882,0.00011375952312872468
0.00037446957498607833,0.00012514634831911533
0.00037823305678262576,0.0001365362834297761
0.0003820343622000467,0.0001479296112984083
0.00038587387137205064,0.00015932661481049713
0.0003897519682527548,0.00017072757690578383
0.0003936690406550783,0.00018213278058472966
0.00039762548028952584,0.00019354250891497244
0.0004016216828033581,0.0002049570450377749
0.00040565804782015684,0.0002163766721744654
0.0004097349789797868,0.00022780167363287062
0.00041385288397876164,0.0002392323328137403
0.0004180121746110129,0.0002506689332171653
0.00042221326680907034,0.00026211175844898605
0.00042645658068565383,0.0002735610922271945
0.00043074254057568753,0.0002850172183883275
0.0004350715750787321,0.0002964804208938539
0.00043944411710184546,0.0003079509838365513
0.000443860603902874,0.0003194291914468772
0.00044832147713417755,0.0003309153280993314
0.00045282718288679695,0.0003424096783188113
0.0004573781717350623,0.0003539125267869588
0.0004619748987816513,0.000365424158348498
0.0004666178237030984,0.00037694485801756817
0.00047130741079576537,0.00038847491098404615
0.00047604412902226933,0.0004000146026198614
0.00048082845205838073,0.0004115642184853051
0.0004856608583403892,0.00042312404433532733
0.0004905418311129505,0.0004346943661258305
0.0004954718584774093,0.00044627547001995107
0.0005004514334406108,0.0004578676423943363
0.0005054810539642003,0.00046947116984541107
0.0005105612230144218,0.0004810863391956357
0.0005156924486124138,0.0004927134374997582
0.0005208752438850126,0.0005043527520510562
0.0005261101271160638,0.0005160045703875711
0.0005313976217982529,0.0005276691802983337
0.0005367382566854548,0.0005393468698295819
0.000542132565845609,0.0005510379272909687
0.0005475810887141261,0.0005627426412617621
0.0005530843701478336,0.0005744613005970372
0.0005586429604794611,0.0005861941944338599
0.0005642574155726738,0.0005979416121974587
0.0005699282968776604,0.0006097038436073897
0.0005756561714872761,0.0006214811786836951
0.0005814416121937556,0.0006332739077530476
0.0005872851975459913,0.0006450823214548871
0.000593187511907387,0.0006569067107475517
0.0005991491455142981,0.0006687473669143947
0.0006051706945350532,0.0006806045815698962
0.0006112527611295723,0.0006924786466657589
0.000617395953509584,0.0007043698544970013
0.0006236008859994445,0.0007162784977080379
0.000629868179097574,0.0007282048692987472
0.0006361984595385052,0.0007401492626305323
0.0006425923603555579,0.0007521119714323715
0.0006490505209441411,0.0007640932898068571
0.0006555735871256958,0.000776093512236224
0.0006621622112122764,0.0007881129335883675
0.0006688170520717824,0.000800151849122852
0.0006755387751938444,0.0008122105544969044
0.0006823280527563766,0.0008242893457714017
0.0006891855636927931,0.000836388519416843
0.0006961119937599026,0.0008485083723193143
0.0007031080356064829,0.0008606492017864355
0.000710174388842549,0.0008728113055532996
0.0007173117601093135,0.0008849949817884016
0.0007245208631498506,0.0008972005290995492
0.0007318024188804728,0.0009094282465397688
0.0007391571554628196,0.0009216784336131917
0.0007465858083766792,0.0009339513902809302
0.0007540891204935341,0.0009462474169669431
0.0007616678421508473,0.0009585668145638837
0.0007693227312271008,0.0009709098844389352
0.0007770545532175816,0.000983276928439636
0.0007848640813109316,0.0009956682488996857
0.0007927520964664691,0.0010080841486447391
0.0008007193874922814,0.0010205249309981896
0.0008087667511241114,0.0010329908997869304
0.0008168949921050283,0.001045482359347107
0.0008251049232659046,0.0010579996145298498
0.0008333973656066964,0.0010705429707069931
0.000841773148378549,0.0010831127337767796
0.0008502331091667194,0.0010957092101695457
0.0008587780939743372,0.0011083327068533942
0.0008674089573070025,0.0011209835313398463
0.0008761265622582417,0.0011336619916894797
0.0008849317805958146,0.001146368396517546
0.0008938254928488935,0.0011591030549995749
0.0009028085883961136,0.0011718662768769557
0.0009118819655545162,0.0011846583724625013
0.0009210465316693785,0.0011974796526459963
0.000930303203204949,0.0012103304288997264
0.0009396529058360961,0.001223211013283981
0.0009490965745408727,0.0012361217184525455
0.0009586351536940199,0.001249062857658166
0.0009682695971614026,0.0012620347447579994
0.0009780008683953946,0.0012750376942190366
0.0009878299405312295,0.0012880720211235087
0.000997757796484312,0.0013011380411742728
0.0010077854290485105,0.0013142360707001672
0.0010179138409954387,0.0013273664266613505
0.0010281440451747298,0.0013405294266546175
0.0010384770646153282,0.0013537253889186918
0.0010489139326277893,0.0013669546323394899
0.0010594556929076101,0.0013802174764553667
0.0010701033996396044,0.001393514241462332
0.0010808581176033184,0.0014068452482192415
0.0010917209222795108,0.0014202108182529666
0.0011026928999577018,0.0014336112737635299
0.0011137751478448032,0.001447046937629222
0.0011249687741748374,0.0014605181334116858
0.0011362748983197658,0.0014740251853609695
0.0011476946509014264,0.0014875684184205602
0.0011592291739045914,0.0015011481582323841
0.0011708796207911744,0.0015147647311417726
0.0011826471566155727,0.001528418464202401
0.0011945329581411752,0.0015421096851812035
0.0012065382139580404,0.0015558387225632429
0.0012186641246017523,0.0015696059055565596
0.001230911902673481,0.0015834115640969853
0.0012432827729612415,0.0015972560288529192
0.0012557779725623694,0.00161113963123007
0.0012683987510072388,0.0016250627033761718
0.0012811463703842113,0.0016390255781856566
0.001294022105465848,0.0016530285893042907
0.0013070272438363876,0.00166707207113378
0.0013201630860205026,0.0016811563588363338
0.0013334309456133593,0.0016952817883391896
0.0013468321494119746,0.0017094486963391022
0.0013603680375478939,0.0017236574203067915
0.0013740399636212118,0.001737908298491346
0.001387849294835929,0.0017522016699245918
0.0014017974121366744,0.0017665378744254159
0.0014158857103468022,0.0017809172526040468
0.0014301155983078744,0.001795340145866294
0.0014444884990205433,0.0018098068964177414
0.0014590058497868585,0.0018243178472678926
0.001473669102353996,0.0018388733422342713
0.0014884797230594294,0.0018534737259464748
0.0015034391929775724,0.001868119343850187
0.0015185490080678835,0.0018828105422111273
0.001533810679324463,0.0018975476681189684
0.0015492257329271562,0.0019123310694911832
0.0015647957103941666,0.0019271610950768524
0.001580522168736217,0.001942038094460419
0.0015964066806122487,0.0019569624180653836
0.0016124508344866836,0.001971934417157953
0.0016286562347882806,0.0019869544438506216
0.0016450245020705747,0.0020020228511057107
0.001661557273173934,0.002017139992738831
0.0016782562013892477,0.0020323062234223078
0.0016951229566232505,0.0020475218986885247
0.0017121592255655228,0.00206278737493323
0.0017293667118571572,0.0020781030094187544
0.0017467471362611197,0.0020934691602771845
0.0017643022368343355,0.0021088861865134587
0.0017820337691014916,0.002124354448008411
0.0017999435062305911,0.002139874305521738
0.0018180332392102713,0.002155446120694898
0.0018363047770289071,0.0021710702560539434
0.0018547599468555032,0.0021867470750122804
0.0018734005942224233,0.002202476941873357
0.0018922285832099397,0.002218260221833278
0.0019112457966326377,0.002234097280983345
0.0019304541362277093,0.002249988486312519
0.0019498555228451206,0.0022659342057098067
0.0019694518966397014,0.0022819348079665632
0.0019892452172651635,0.00229799066277872
0.0020092374640700602,0.0023141021407489326
0.002029430636295734,0.0023302696133886366
0.002049826753276237,0.0023464934531200257
0.0020704278546402606,0.0023627740332779396
0.0020912360005151103,0.0023791117281116623
0.002112253271732714,0.002395506912786634
0.002133481770037708,0.0024119599633860723
0.002154923618297615,0.002428471256912498
0.0021765809607151255,0.0024450411712891684
0.0021984559630425313,0.0024616700853614124
0.0022205508127982956,0.0024783583788978653
0.0022428677194858034,0.0024951064325916096
0.002265408914814322,0.002511914628061209
0.0022881766529221693,0.0025287833478516396
0.002311173210602129,0.0025457129754351223
0.002334400887529133,0.0025627038952118412
0.002357862006490233,0.0025797564925105604
0.0023815589136168707,0.0025968711535891073
0.0024054939786195095,0.0026140482656347814
0.0024296695950245975,0.002631288216764613
0.002454088180413917,0.002648591396025521
0.0024787521766663585,0.002665958193394354
0.0025036640502021,0.002683388999777808
0.0025288262922292556,0.0027008842070122105
0.0025542414189929983,0.002718444207863194
0.00257991197202718,0.002736069396025238
0.0026058405184084983,0.0027537601661210697
0.0026320296510132005,0.002771516913700957
0.002658481988776367,0.00278934003524184
0.0026852001769538205,0.0028072299281463385
0.0027121868873866434,0.002825186990741628
0.0027394448187683684,0.002843211622278167
0.0027669766969148483,0.002861304222928275
0.0027947852750368437,0.002879465193784568
0.0028228733340153363,0.0028976949368582547
0.002851243682679635,0.0029159938550772715
0.002879899158088243,0.0029343623522842636
0.002908842625812584,0.002952800833234413
0.0029380769802235503,0.0029713097035931084
0.002967605144780944,0.0029898893699334466
0.0029974300723258286,0.0030085402397335755
0.0030275547453758153,0.0030272627213738736
0.0030579821764233073,0.0030460572241339497
0.0030887154082367718,0.003064924158189467
0.0031197575141649948,0.003083863934608805
0.0031511115984444414,0.0031028769653495434
0.003182780796509667,0.0031219636632547378
0.00321476827530687,0.0031411244420490327
0.0032470772336105863,0.0031603597163345947
0.003279710902343573,0.003179669901586831
0.0033126725448998926,0.0031990554141499206
0.003345965457471275,0.003218516671232151
0.0033795929693767155,0.003238054090901062
0.0034135584433954303,0.0032576680920783805
0.0034478652761031265,0.0032773590945347282
0.003482516898211663,0.0032971275188841444
0.0035175167749121284,0.0033169737865783823
0.0035528684062213585,0.0033368983199009855
0.0035885753273319477,0.003356901541961143
0.0036246411089657558,0.0033769838766873283
0.0036610693577310083,0.003397145748820695
0.003697863716482932,0.003417387583908249
0.0037350278646880674,0.003437709808295781
0.0037725655187922052,0.0034581128491205605
0.003810480432592037,0.003478597134303775
0.0038487763976105395,0.003499163092542736
0.0038874572434761303,0.003519811153302822
0.003926526838305624,0.003540541746809171
0.003965989089091068,0.0035613553040381002
0.00400584794209042,0.0035822522567082755
0.004046107383222199,0.003603233037271606
0.004086771438464067,0.003624298078903856
0.004127844174255436,0.0036454478154949966
0.0041693296979041115,0.003666682681639246
0.004211232157997035,0.0036880031126248656
0.004253555744815125,0.003709409544423616
0.004296304690752343,0.003730902413679956
0.004339483270738899,0.0037524821576999092
0.004383095802668776,0.0037741492144396514
0.004427146647831511,0.0037959040224937696
0.004471640211348332,0.0038177470210832053
0.004516580942612666,0.0038396786500428846
0.004561973335735092,0.0038616993498090256
0.004607821929992752,0.003883809561406097
0.004654131310283272,0.0039060097264334505
0.00470090610758328,0.0039283002870516255
0.004748150999411478,0.003950681685968277
0.004795870710296421,0.00397315436642377
0.004844070012248967,0.003995718772176416
0.004892753725239476,0.004018375347487338
0.004941926717679818,0.004041124537104972
0.004991593906910217,0.004063966786249176
0.005041760259690979,0.004086902540595
0.005092430792699196,0.004109932246256013
0.005143610573030383,0.0041330563497672754
0.005195304718705231,0.004156275298067895
0.005247518399181385,0.004179589538483195
0.005300256835870402,0.004202999518706447
0.005353525302659903,0.004226505686780199
0.00540732912644096,0.004250108491077169
0.005461673687640779,0.004273808380280727
0.005516564420760777,0.004297605803364918
0.005572006814919998,0.004321501209574052
0.005628006414404065,0.0043454950484018255
0.005684568819219595,0.004369587769570023
