r,$\psi$
0.00033546262790251185,0.0
0.0003388340833634261,1.6109608136345007e-05
0.0003422394225150394,3.2219617920205324e-05
0.00034567898589410494,4.833043098896749e-05
0.0003491531174598264,6.44424489777695e-05
0.00035266216462825575,8.055607352917676e-05
0.00035620647830703403,9.667170630285234e-05
0.00035978641293048306,0.00011278974898522225
0.0003634023264950478,0.00012891060329913557
0.0003670545805950984,0.00014503467101351943
0.0003707435404590882,0.00016116235395302882
0.00037446957498607833,0.00017729405400769265
0.00037823305678262576,0.00019343017314255416
0.0003820343622000467,0.0002095711134073074
0.00038587387137205064,0.00022571727694592974
0.0003897519682527548,0.0002418690660063098
0.0003936690406550783,0.0002580268829498717
0.00039762548028952584,0.00027419113026119535
0.0004016216828033581,0.00029036221055763286
0.00040565804782015684,0.00030654052659892164
0.0004097349789797868,0.00032272648129679453
0.00041385288397876164,0.00033892047772458573
0.0004180121746110129,0.0003551229191268341
0.00042221326680907034,0.0003713342089288839
0.00042645658068565383,0.00038755475074648106
0.00043074254057568753,0.00040378494839536823
0.0004350715750787321,0.00042002520590087635
0.00043944411710184546,0.00043627592750751417
0.000443860603902874,0.0004525375176885556
0.00044832147713417755,0.00046881038115562405
0.00045282718288679695,0.00048509492286827555
0.0004573781717350623,0.0005013915480435783
0.0004619748987816513,0.0005177006621656913
0.0004666178237030984,0.0005340226709954426
0.00047130741079576537,0.0005503579805799029
0.00047604412902226933,0.0005667069972619586
0.00048082845205838073,0.0005830701276898851
0.0004856608583403892,0.0005994477788269169
0.0004905418311129505,0.000615840357960817
0.0004954718584774093,0.0006322482727134444
0.0005004514334406108,0.0006486719310503222
0.0005054810539642003,0.000665111741290203
0.0005105612230144218,0.0006815681121146348
0.0005156924486124138,0.0006980414525775241
0.0005208752438850126,0.0007145321721146998
0.0005261101271160638,0.0007310406805534771
0.0005313976217982529,0.0007475673881222212
0.0005367382566854548,0.0007641127054599062
0.000542132565845609,0.0007806770436256783
0.0005475810887141261,0.0007972608141084176
0.0005530843701478336,0.0008138644288362988
0.0005586429604794611,0.0008304883001863523
0.0005642574155726738,0.0008471328409940252
0.0005699282968776604,0.0008637984645627411
0.0005756561714872761,0.0008804855846734626
0.0005814416121937556,0.0008971946155942537
0.0005872851975459913,0.0009139259720898357
0.000593187511907387,0.0009306800694311552
0.0005991491455142981,0.000947457323404942
0.0006051706945350532,0.0009642581503232724
0.0006112527611295723,0.0009810829670331297
0.000617395953509584,0.000997932190925971
0.0006236008859994445,0.0010148062399472856
0.000629868179097574,0.001031705532606164
0.0006361984595385052,0.00104863048798486
0.0006425923603555579,0.0010655815257483566
0.0006490505209441411,0.00108255906615393
0.0006555735871256958,0.0010995635300607165
0.0006621622112122764,0.0011165953389392805
0.0006688170520717824,0.001133654914881181
0.0006755387751938444,0.0011507426806085408
0.0006823280527563766,0.0011678590594836186
0.0006891855636927931,0.0011850044755183716
0.0006961119937599026,0.0012021793533840343
0.0007031080356064829,0.0012193841184206823
0.000710174388842549,0.0012366191966468106
0.0007173117601093135,0.0012538850147689018
0.0007245208631498506,0.0012711820001910037
0.0007318024188804728,0.001288510581024303
0.0007391571554628196,0.0013058711860966983
0.0007465858083766792,0.001323264244962377
0.0007540891204935341,0.0013406901879113925
0.0007616678421508473,0.0013581494459792393
0.0007693227312271008,0.001375642450956433
0.0007770545532175816,0.0013931696353980858
0.0007848640813109316,0.0014107314326334871
0.0007927520964664691,0.0014283282767756852
0.0008007193874922814,0.001445960602731068
0.0008087667511241114,0.0014636288462089371
0.0008168949921050283,0.0014813334437310949
0.0008251049232659046,0.0014990748326414202
0.0008333973656066964,0.0015168534511154558
0.000841773148378549,0.0015346697381699852
0.0008502331091667194,0.0015525241336726131
0.0008587780939743372,0.0015704170783513497
0.0008674089573070025,0.001588349013804194
0.0008761265622582417,0.0016063203825087131
0.0008849317805958146,0.0016243316278316238
0.0008938254928488935,0.0016423831940383738
0.0009028085883961136,0.0016604755263027208
0.0009118819655545162,0.001678609070716315
0.0009210465316693785,0.0016967842742982781
0.000930303203204949,0.0017150015850047795
0.0009396529058360961,0.0017332614517386147
0.0009490965745408727,0.0017515643243587837
0.0009586351536940199,0.001769910653690066
0.0009682695971614026,0.0017883008915325943
0.0009780008683953946,0.0018067354906714272
0.0009878299405312295,0.0018252149048861243
0.000997757796484312,0.0018437395889603087
0.0010077854290485105,0.0018623099986912425
0.0010179138409954387,0.001880926590899386
0.0010281440451747298,0.0018995898234379657
0.0010384770646153282,0.0019183001552025313
0.0010489139326277893,0.0019370580461405215
0.0010594556929076101,0.0019558639572608083
0.0010701033996396044,0.00197471835064326
0.0010808581176033184,0.001993621689448288
0.0010917209222795108,0.0020125744379263888
0.0011026928999577018,0.002031577061427691
0.0011137751478448032,0.0020506300264114936
0.0011249687741748374,0.002069733800455798
0.0011362748983197658,0.0020888888522668414
0.0011476946509014264,0.0021080956516886166
0.0011592291739045914,0.0021273546697124007
0.0011708796207911744,0.0021466663784862655
0.0011826471566155727,0.002166031251324592
0.0011945329581411752,0.002185449762717568
0.0012065382139580404,0.002204922388340698
0.0012186641246017523,0.0022244496050642846
0.001230911902673481,0.00224403189096292
0.0012432827729612415,0.002263669725324963
0.0012557779725623694,0.0022833635886620168
0.0012683987510072388,0.0023031139627183866
0.0012811463703842113,0.0023229213304805404
0.001294022105465848,0.0023427861761865527
0.0013070272438363876,0.0023627089853355474
0.0013201630860205026,0.002382690244697139
0.0013334309456133593,0.0024027304423208384
0.0013468321494119746,0.002422830067545469
0.0013603680375478939,0.0024429896110085775
0.0013740399636212118,0.0024632095646558165
0.001387849294835929,0.0024834904217503314
0.0014017974121366744,0.0025038326768821286
0.0014158857103468022,0.0025242368259774293
0.0014301155983078744,0.0025447033663080227
0.0014444884990205433,0.0025652327965005957
0.0014590058497868585,0.002585825616546047
0.001473669102353996,0.002606482327808804
0.0014884797230594294,0.0026272034330361133
0.0015034391929775724,0.002647989436367315
0.0015185490080678835,0.0026688408433431085
0.001533810679324463,0.002689758160914798
0.0015492257329271562,0.0027107418974535273
0.0015647957103941666,0.00273179256275949
0.001580522168736217,0.0027529106680711343
0.0015964066806122487,0.0027740967260743384
0.0016124508344866836,0.0027953512509115742
0.0016286562347882806,0.0028166747581910507
0.0016450245020705747,0.002838067764995836
0.001661557273173934,0.002859530789892964
0.0016782562013892477,0.002881064352942508
0.0016951229566232505,0.00290266897570666
0.0017121592255655228,0.0029243451812587555
0.0017293667118571572,0.0029460934941922885
0.0017467471362611197,0.0029679144406299135
0.0017643022368343355,0.002989808548232413
0.0017820337691014916,0.0030117763462076457
0.0017999435062305911,0.0030338183653194494
0.0018180332392102713,0.0030559351378965575
0.0018363047770289071,0.0030781271978414467
0.0018547599468555032,0.003100395080639176
0.0018734005942224233,0.0031227393233662073
0.0018922285832099397,0.003145160464699184
0.0019112457966326377,0.0031676590449236704
0.0019304541362277093,0.0031902356059428745
0.0019498555228451206,0.0032128906912863428
0.0019694518966397014,0.003235624846118614
0.0019892452172651635,0.003258438617247828
0.0020092374640700602,0.0032813325531343227
0.002029430636295734,0.0033043072038991873
0.002049826753276237,0.0033273631213327657
0.0020704278546402606,0.003350500858903145
0.0020912360005151103,0.0033737209717645887
0.002112253271732714,0.0033970240167659365
0.002133481770037708,0.0034204105524589627
0.002154923618297615,0.003443881139106705
0.0021765809607151255,0.003467436338691727
0.0021984559630425313,0.0034910767149243594
0.0022205508127982956,0.003514802833250881
0.0022428677194858034,0.0035386152608616714
0.002265408914814322,0.003562514566699291
0.0022881766529221693,0.003586501321466542
0.002311173210602129,0.0036105760976344625
0.002334400887529133,0.0036347394694502782
0.002357862006490233,0.00365899201294529
0.0023815589136168707,0.0036833343059427272
0.0024054939786195095,0.0037077669280655427
0.0024296695950245975,0.0037322904607441317
0.002454088180413917,0.003756905487224024
0.0024787521766663585,0.0037816125925735004
0.0025036640502021,0.0038064123636911535
0.0025288262922292556,0.0038313053893133894
0.0025542414189929983,0.00385629226002186
0.00257991197202718,0.00388137356825085
0.0026058405184084983,0.003906549908294577
0.0026320296510132005,0.003931821876314444
0.002658481988776367,0.0039571900703462065
0.0026852001769538205,0.003982655090307094
0.0027121868873866434,0.004008217538002825
0.0027394448187683684,0.0040338780171345874
0.0027669766969148483,0.004059637133305924
0.0027947852750368437,0.004085495494029544
0.0028228733340153363,0.004111453708734057
0.002851243682679635,0.0041375123887706245
0.002879899158088243,0.004163672147419549
0.002908842625812584,0.004189933599896763
0.0029380769802235503,0.004216297363360233
0.002967605144780944,0.004242764056916283
0.0029974300723258286,0.004269334301625834
0.0030275547453758153,0.004296008720510547
0.0030579821764233073,0.004322787938558869
0.0030887154082367718,0.004349672582731999
0.0031197575141649948,0.004376663281969742
0.0031511115984444414,0.0044037606671962866
0.003182780796509667,0.004430965371325865
0.00321476827530687,0.004458278029268305
0.0032470772336105863,0.004485699277934511
0.003279710902343573,0.004513229756241794
0.0033126725448998926,0.004540870105119125
0.003345965457471275,0.004568620967512269
0.0033795929693767155,0.0045964829883888055
0.0034135584433954303,0.004624456814743041
0.0034478652761031265,0.004652543095600789
0.003482516898211663,0.004680742482024034
0.0035175167749121284,0.004709055627115486
0.0035528684062213585,0.004737483186022997
0.0035885753273319477,0.004766025815943848
0.0036246411089657558,0.004794684176128928
0.0036610693577310083,0.004823458927886739
0.003697863716482932,0.004852350734587322
0.0037350278646880674,0.004881360261665994
0.0037725655187922052,0.004910488176626969
0.003810480432592037,0.004939735149046845
0.0038487763976105395,0.004969101850577913
